path,size,category,keep_or_exclude,release_destination,reason,license_status,contains_old_name,contains_hardcoded_path,contains_sensitive_information
RAG_Baselines/LightRAG/examples/graph_visual_with_neo4j.py,6360,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/graph_visual_with_opensearch.py,5256,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/examples/insert_custom_kg.py,3782,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/examples/lightrag_ag2_multiagent_demo.py,10560,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_azure_openai_demo.py,3667,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_gemini_demo.py,3490,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_gemini_postgres_demo.py,5169,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_gemini_workspace_demo.py,4358,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_ollama_demo.py,7696,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_openai_compatible_demo.py,7885,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_openai_demo.py,6256,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_openai_mongodb_graph_demo.py,3193,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_openai_opensearch_graph_demo.py,5322,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/lightrag_vllm_demo.py,5558,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/milvus_kwargs_configuration_demo.py,4902,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/opensearch_storage_demo.py,11959,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/examples/rerank_example.py,7978,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/k8s-deploy/install_lightrag.sh,4042,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/k8s-deploy/install_lightrag_dev.sh,2910,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/k8s-deploy/README-zh.md,7191,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/k8s-deploy/README.md,7942,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/k8s-deploy/uninstall_lightrag.sh,78,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/k8s-deploy/uninstall_lightrag_dev.sh,82,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/addon_params.py,5921,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/base.py,37131,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/chunk_schema.py,9670,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/constants.py,12125,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/exceptions.py,5493,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/lightrag.py,177616,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/llm_roles.py,23152,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/multimodal_context.py,37107,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/namespace.py,920,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/operate.py,235910,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/pipeline.py,219934,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/prompt.py,62167,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/prompt_multimodal.py,15610,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/rerank.py,20877,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/storage_migrations.py,13913,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/table_markup.py,5937,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/types.py,2168,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/utils.py,148899,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/utils_graph.py,74884,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/utils_pipeline.py,26674,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/lightrag/_version.py,128,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag/__init__.py,1133,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/.env.development,2271,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/.gitignore,277,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/.prettierrc.json,243,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/bun.lock,214199,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/components.json,444,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/env.development.smaple,1196,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/env.local.sample,1438,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/eslint.config.js,1211,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/index.html,597,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/package.json,3799,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/README.md,2429,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/tailwind.config.js,8398,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/tsconfig.json,763,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/lightrag_webui/vite.config.ts,4059,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/prompts/UserCustomizePrompts.md,122,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/README.assets/b2aaf634151b4706892693ffb43d9093.png,482231,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/README.assets/iShot_2025-03-23_12.40.08.png,410412,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/reproduce/batch_eval.py,3835,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/reproduce/Step_0.py,2631,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/reproduce/Step_1.py,1142,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/reproduce/Step_1_openai_compatible.py,2199,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/reproduce/Step_2.py,2428,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/reproduce/Step_3.py,1972,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/reproduce/Step_3_openai_compatible.py,3097,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/scripts/regen_native_docx_golden.py,4144,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/scripts/test.sh,2062,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/tests/conftest.py,6045,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/tests/README_WORKSPACE_ISOLATION_TESTS.md,8823,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/tests/test_api_config_bedrock.py,4914,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/LightRAG/tests/test_api_config_gemini.py,308,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/LightRAG/tests/test_api_config_role_max_async.py,1765,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
